Gemeente;Straat;Datum;Tijd_cleaned;Tijd;Nr.;Hecto;Kruispunt met;Info;Best.1;Leeft.1;Gesl.1;Best.2;Leeft.2;Gesl.2;Best.3;Leeft.3;Gesl.3;Best.4;Leeft.4;Gesl.4;Ongevalsfactoren;Type aanrijding;Gevolg;PV nr.;;;;;;;;;;;;;;;;;
KINROOI;Venlosesteenweg;23/01/2005;1200;12u00;23;;;7 ambachten;auto;41_50;ml;auto;31_40;ml;;;;;;;geen voorrang;langs opzij;schade;Geen PV;;;;;;;;;;;;;;;;
KINROOI;Venlosesteenweg;12/06/2005;1635;16u35;50;39 100;;;auto;51_60;ml;auto;41_50;vr;;;;;;;onverantwoord rijgedrag;langs opzij;schade;TG.91.L7.200169/2005;;;;;;;;;;;;;;;;
KINROOI;Venlosesteenweg;8/05/2005;1040;10u40;;;;;auto;60+;ml;(brom)fiets;60+;ml;;;;;;;onjuiste plaats op de rijbaan;bij kruisen (spiegels);schade;Geen PV;;;;;;;;;;;;;;;;
KINROOI;Vennerweg;16/03/2005;1215;12u15;;;;;auto;10_20;ml;auto;onb;vr;;;;;;;te weinig afstand;bij kruisen (spiegels);schade;Geen PV;;;;;;;;;;;;;;;;
KINROOI;Vroenhof;1/05/2005;2015;20u15;2;;;inrit kerk;auto;21_30;ml;(brom)fiets;10_20;ml;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200128/2005;;;;;;;;;;;;;;;;
KINROOI;Vroenhof;17/02/2005;1040;10u40;23;;;;lichte vracht;onb;onb;lichte vracht;31_40;ml;;;;;;;te weinig afstand;bij kruisen (spiegels);schade;Geen PV;;;;;;;;;;;;;;;;
KINROOI;Vroenhof;15/05/2005;1130;11u30;2;;;parking kerk;auto;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;TG.91.L7.200143/2005;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;31/10/2005;1900;19u00;277;;;;auto;21_30;ml;(brom)fiets;60+;ml;;;;;;;geen voorrang;langs opzij;dood;TG.87.L7.200321/2005;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;15/04/2005;1840;18u40;260;;;Toyota Garage;(brom)fiets;10_20;vr;traag vervoer;41_50;ml;;;;;;;te weinig afstand;bij kruisen (spiegels);gewond;TG.81.L7.200111/2005;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;20/04/2005;1400;14u00;580;;Natterveld;;auto;41_50;ml;auto;31_40;ml;;;;;;;te weinig afstand;langs achteren ;gewond;TG.81.L7.200118/2005;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;8/09/2005;1620;16u20;259;;;;(brom)fiets;10_20;ml;(brom)fiets;10_20;ml;;;;;;;te weinig afstand;geen - gevallen;gewond;TG.81.L7.200249/2005;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;19/04/2005;1330;13u30;480;;;;auto;51_60;vr;auto;41_50;vr;;;;;;;onbekend;langs achteren  ;gewond;TG.81.L7.200117/2005;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;17/09/2005;1450;14u50;320;8600;;;auto;60+;vr;auto;onb;onb;;;;;;;onbekend;langs achteren;gewond;TG.81.L7.200259/2005;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;27/09/2005;1730;17u30;320;;;;auto;10_20;ml;auto;10_20;ml;;;;;;;onbekend;onbekend;gewond;TG.81.L7.200280/2005;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;3/12/2005;2020;20u20;362;95;;;auto;41_50;ml;;;;;;;;;;geen voorrang;frontaal;gewond;TG.81.L7.200352/2005;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;20/01/2005;1840;18u40;;;Scheurestraat;;auto;21_30;ml;auto;31_40;vr;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200014/2005;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;22/09/2005;;;4;;;;traag vervoer;31_40;ml;(brom)fiets;51_60;ml;;;;;;;geen voorrang;langs achteren;gewond;TG.81.L7.200267/2005;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;5/09/2005;0745;07u45;;;Rozenstraat;;auto;41_50;ml;(brom)fiets;51_60;ml;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200244/2005;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;27/05/2005;1655;16u55;106;5500;;;(brom)fiets;10_20;ml;(brom)fiets;10_20;vr;;;;;;;controleverlies;geen - gevallen;gewond;TG.81.L7.200154/2005;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;12/11/2005;2210;22u10;364;;;;lichte vracht;onb;vr;;;;;;;;;;te weinig afstand;tegen geparkeerd voertuig;schade;TG.91.L7.200334/2005;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;28/06/2005;1705;17u05;22;;;;auto;31_40;vr;auto;21_30;ml;;;;;;;onoplettend;langs achteren;schade;Geen PV;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;26/04/2005;;;;;;;auto;21_30;vr;auto;31_40;vr;;;;;;;onbekend;langs achteren;schade;Geen PV;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;9/02/2005;;;260;;;Toyota Garage;onbekend;onb;onb;onbekend;onb;onb;;;;;;;onbekend;onbekend;schade;Geen PV;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;19/11/2005;1230;12u30;;;;;auto;31_40;ml;lichte vracht;21_30;ml;;;;;;;onbekend;langs achteren;schade;Geen PV;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;24/01/2005;0230;02u30;36;;;;auto;onb;onb;;;;;;;;;;onbekend;onbekend;schade;Geen PV;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;27/02/2005;0315;03u15;22;;;;onbekend ;onb;onb;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;TG.91.L7.200059/2005;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;8/10/2005;2200;22u00;370;;;;onbekend;onb;onb;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis op de rijbaan;schade;Geen PV;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;6/01/2005;1820;18u20;;;Esserstraat;;auto;60+;ml;auto;21_30;vr;;;;;;;geen voorrang;langs opzij;schade;Geen PV;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;16/04/2005;1000;10u00;235;;;;auto;21_30;ml;auto;41_50;ml;;;;;;;geen voorrang;onbekend;schade;Geen PV;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;24/08/2005;1015;10u15;1;;;;auto;60+;ml;lichte vracht;31_40;ml;;;;;;;geen voorrang;langs opzij;schade;Geen PV;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;22/07/2005;1525;15u25;;;Truyenstraat;;auto;onb;ml;(brom)fiets;10_20;ml;;;;;;;geen voorrang;onbekend;schade;Geen PV;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;25/11/2005;0530;05u30;6;3700;;;auto;21_30;ml;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;schade;Geen PV;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;10/11/2005;0725;07u25;;;Heikempstraat;;vrachtwagen;51_60;ml;(brom)fiets;41_50;ml;;;;;;;onjuiste plaats op de rijbaan;onbekend;schade;Geen PV;;;;;;;;;;;;;;;;
KINROOI;Weertersteenweg;21/09/2005;1530;15u30;;;;parking legerstock;auto;51_60;vr;;;;;;;;;;tijdens manouvreren/parkeren;tegen geparkeerd voertuig;schade;Geen PV;;;;;;;;;;;;;;;;
KINROOI;Zandveldstraat;19/09/2005;1400;14u00;;;;;auto;41_50;ml;auto;31_40;ml;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200262/2005;;;;;;;;;;;;;;;;
KINROOI;Zandveldstraat;3/07/2005;;;5;;;;(brom)fiets;41_50;ml;;;;;;;;;;onverantwoord rijgedrag;tegen geparkeerd voertuig ;schade;Geen PV;;;;;;;;;;;;;;;;
BREE;Abroxweg;6/05/2005;1915;19u15;;;Onderdijkweg;;traag vervoer;21_30;ml;auto;31_40;vr;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Barrierstraat;3/11/2005;1640;16u40;;45 700;Hamonterweg;;auto;31_40;vr;auto;31_40;vr;;;;;;;geen voorrang;frontaal;gewond;TG.81.L7.200322/2005;;;;;;;;;;;;;;;;
BREE;Barrierstraat;6/09/2005;1715;17u15;;;Truyenhofstraat;;auto;10_20;vr;auto;31_40;ml;;;;;;;geen voorrang ;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Barrierstraat;13/02/2005;1345;13u45;;;Truyenhofstraat;;auto;31_40;vr;auto;21_30;vr;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Beerselerdijk;6/08/2005;1150;11u50;;;;;moto;31_40;ml;;;;;;;;;;controleverlies;geen - gevallen;gewond;TG.81.L7.200224/2005;;;;;;;;;;;;;;;;
BREE;Bocholterkiezel;18/07/2005;1730;17u30;25a;;;;autobus;60+;ml;auto;41_50;ml;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200205/2005;;;;;;;;;;;;;;;;
BREE;Bocholterkiezel;10/09/2005;1910;19u10;;;Sportlaan;;auto;onb;vr;auto;10_20;vr;;;;;;;geen voorrang ;langs opzij;gewond;TG.81.L7.200253/2005;;;;;;;;;;;;;;;;
BREE;Bocholterkiezel;7/04/2005;0835;08u35;87;;Graevestraat;;auto;31_40;vr;auto;onb;vr;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200099/2005;;;;;;;;;;;;;;;;
BREE;Bocholterkiezel;12/10/2005;1730;17u30;;47 500;Hamonterweg;;auto;60+;vr;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;gewond;TG.81.L7.200297/2005;;;;;;;;;;;;;;;;
BREE;Bocholterkiezel;26/06/2005;;;77;;;;(brom)fiets;60+;ml;;;;;;;;;;controleverlies;geen - gevallen;gewond;TG.81.L7.200184/2005;;;;;;;;;;;;;;;;
BREE;Bocholterkiezel;16/07/2005;1100;11u00;45;;;parking eurosport;auto;10_20;ml;;;;;;;;;;tijdens manouvreren/parkeren;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Bocholterkiezel;17/04/2005;1830;18u30;;;;voorbij rotonde;auto;31_40;ml;auto;onb;onb;;;;;;;onverantwoord inhalen;langs opzij;schade;TG.91.L7.200114/2005;;;;;;;;;;;;;;;;
BREE;Bocholterkiezel;19/10/2005;1400;14u00;142;;;;auto;21_30;ml;;;;;;;;;;controleverlies;tegen hindernis ubi;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Bocholterkiezel;4/08/2005;1755;17u55;;;Sportlaan;;auto;onb;ml;auto;onb;vr;;;;;;;geen voorrang;langs opzij  ;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Bocholterkiezel;2/10/2005;1540;15u40;87;;Graevenstraat;;auto;51_60;vr;auto;51_60;vr;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Bocholterkiezel;10/11/2005;1045;10u45;;;Wolstraat;;auto;41_50;vr;traag vervoer;onb;onb;;;;;;;geen voorrang;langs opzij;schade;TG.91.L7.200328/2005;;;;;;;;;;;;;;;;
BREE;Bocholterkiezel;27/12/2005;1150;11u50;;;Kookshofstraat;;auto;31_40;vr;auto;60+;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Bocholterstraat;7/10/2005;0715;07u15;2;;Stift;;vrachtwagen;onb;onb;;;;;;;;;;onjuiste plaats op de rijbaan;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Boneputstraat;19/07/2005;1450;14u50;;;;;auto;10_20;ml;auto;21_30;ml;;;;;;;onjuiste plaats op de rijbaan;frontaal;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Boneputterveld;28/12/2005;;;;;;;auto;31_40;vr;auto;21_30;ml;;;;;;;controleverlies;frontaal;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Boogschuttersstraat;27/01/2005;1030;10u30;58;;;parking ALDI;auto;31_40;vr;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;TG.91.L7.200026/2005;;;;;;;;;;;;;;;;
BREE;Boogschuttersstraat;14/01/2005;0845;08u45;;;;;onbekend;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;TG.91.L7.200009/2005;;;;;;;;;;;;;;;;
BREE;Boogschuttersstraat;19/12/2005;1215;12u15;40;;;;auto;31_40;ml;;;;;;;;;;onbekend;tegen hindernis op de rijbaan;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Bosstraat;15/05/2005;1050;10u50;;;;op brug;auto;21_30;ml;auto;onb;vr;;;;;;;geen voorrang;frontaal;schade;TG.91.L7.200145/2005;;;;;;;;;;;;;;;;
BREE;Bosstraat;20/06/2005;0630;06u30;82;;;;auto;onb;onb;;;;;;;;;;ongeval met dier;tegen hindernis op de rijbaan;schade;TG.91.L7.200183/2005;;;;;;;;;;;;;;;;
BREE;Bosstraat;24/04/2005;1530;15u30;;;;;auto;41_50;ml;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis buiten rijbaan;schade;TG.91.L7.200123/2005;;;;;;;;;;;;;;;;
BREE;Conenstraat;29/05/2005;2015;20u15;4;;;;onbekend;onb;onb;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;;
BREE;fietspad langs kanaal;18/09/2005;1000;10u00;;;;thv Noliko;(brom)fiets;51_60;ml;(brom)fiets;onb;onb;;;;;;;te weinig afstand;geen - gevallen;gewond;geen PV;;;;;;;;;;;;;;;;
BREE;Fietspad Opitter;11/08/2005;;;;;;richting Opglabeek;(brom)fiets;51_60;ml;(brom)fiets;41_50;ml;(brom)fiets;60+;ml;;;;onjuiste plaats op de rijbaan;frontaal;gewond;TG.81.L7.200226/2005;;;;;;;;;;;;;;;;
BREE;Filterstraat;16/10/2005;1200;12u00;10;;;;auto;onb;onb;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Filterstraat;17/05/2005;;;;;Riekskensstraat;;auto;onb;ml;auto;onb;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Genastraat;15/09/2005;1550;15u50;;;;;(brom)fiets;10_20;ml;(brom)fiets;onb;onb;;;;;;;andere;frontaal;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Gerdingerpoort;28/12/2005;1000;10u00;9;;;;onbekend;onb;onb;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Gerdingerpoort;15/12/2005;;;;;Witte Torenwal;;auto;31_40;ml;(brom)fiets;10_20;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Gerkenbergstraat;4/07/2005;;;7;;;;auto;60+;ml;auto;31_40;ml;;;;;;;geen voorrang;langs opzij;schade;TG.91.L7.200192/2005;;;;;;;;;;;;;;;;
BREE;Geussensstraat;23/04/2005;1455;14u55;;;;parking voetbalveld;onbekend;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;TG.91.L7.200122/2005;;;;;;;;;;;;;;;;
BREE;Grauwe Torenwal;2/09/2005;;;;;Vaesstraat;;(brom)fiets;60+;vr;(brom)fiets;10_20;ml;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200242/2005;;;;;;;;;;;;;;;;
BREE;Grauwe Torenwal;19/06/2005;2245;22u45;;;;parking;auto;60+;ml;;;;;;;;;;tijdens manouvreren/parkeren;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Grauwe Torenwal;10/03/2005;1500;15u00;16;;;parking lagere school;auto;41_50;vr;lichte vracht;41_50;ml;;;;;;;tijdens manouvreren/parkeren;tegen geparkeerd voertuig;schade;TG.91.L7.200072/2005;;;;;;;;;;;;;;;;
BREE;Grauwe Torenwal;24/12/2005;1900;19u00;;;;parking;onbekend;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;TG.91.L7.200372/2005;;;;;;;;;;;;;;;;
BREE;Grauwe Torenwal;19/12/2005;1430;14u30;15;;;;auto;60+;vr;auto;21_30;ml;;;;;;;tijdens manouvreren/parkeren;onbekend;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Gruitroderkiezel;18/06/2005;;;227;40 000;;;auto;21_30;ml;;;;;;;;;;extreem uitwijken;tegen hindernis buiten rijbaan;gewond;TG.81.L7.200174/2005;;;;;;;;;;;;;;;;
BREE;Gruitroderkiezel;29/06/2005;0855;08u55;39;42 100;;;moto;41_50;ml;auto;51_60;ml;;;;;;;onverantwoord rijgedrag;geen - gevallen;gewond;TG.81.L7.200186/2005;;;;;;;;;;;;;;;;
BREE;Gruitroderkiezel;12/05/2005;1315;13u15;41;;Verlorenkoststraat;;(brom)fiets;41_50;vr;;;;;;;;;;controleverlies;geen - gevallen;gewond;TG.81.L7.200141/2005;;;;;;;;;;;;;;;;
BREE;Gruitroderkiezel;8/06/2005;1645;16u45;;;Muizendijkstraat;;lichte vracht;21_30;vr;(brom)fiets;60+;ml;;;;;;;onjuiste plaats op de rijbaan;frontaal;gewond;TG.81.L7.200167/2005;;;;;;;;;;;;;;;;
BREE;Gruitroderkiezel;27/11/2005;1845;18u45;173;;;;auto;onb;onb;(brom)fiets;onb;onb;;;;;;;geen voorrang;langs opzij;gewond;geen PV;;;;;;;;;;;;;;;;
BREE;Gruitroderkiezel;7/05/2005;0200;02u00;;;Luytenstraat;;auto;21_30;ml;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis buiten rijbaan;gewond;TG.81.L7.200135/2005;;;;;;;;;;;;;;;;
BREE;Gruitroderkiezel;22/03/2005;0730;07u30;;;;;vrachtwagen;onb;onb;auto;31_40;ml;;;;;;;verlies van lading;tegen hindernis op de rijbaan;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Gruitroderkiezel;19/08/2005;1235;12u35;;;Kipdorpstraat;;traag vervoer;41_50;ml;traag vervoer;onb;onb;;;;;;;te weinig afstand;bij kruisen (spiegels);schade;geen PV;;;;;;;;;;;;;;;;
BREE;Gruitroderkiezel;1/07/2005;2340;23u40;247;;;;auto;21_30;ml;auto;onb;onb;;;;;;;te weinig afstand;bij kruisen (spiegels);schade;TG.91.L7.200190/2005;;;;;;;;;;;;;;;;
BREE;Gruitroderkiezel;14/09/2005;2140;21u40;;;Rode Kruislaan;;auto;51_60;vr;auto;21_30;ml;;;;;;;onverantwoord rijgedrag;langs achteren;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Gruitroderkiezel;23/02/2005;0705;07u05;;;;Vostert Kerk;auto;31_40;ml;auto;10_20;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Gruitroderkiezel;10/06/2005;0730;07u30;223;;;;vrachtwagen;31_40;ml;auto;31_40;ml;;;;;;;fout inhalen;frontaal;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Gruitroderkiezel;14/02/2005;2015;20u15;20;;;;auto;31_40;ml;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Gruitroderkiezel;13/03/2005;1532;15u32;223;;;;auto;31_40;ml;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Hamonterweg;17/04/2005;1830;18u30;;;Bocholterkiezel;;auto;onb;onb;auto;onb;onb;;;;;;;onbekend;onbekend;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Hamonterweg;10/09/2005;0730;07u30;;;;;auto;41_50;ml;;;;;;;;;;controleverlies;tegen hindernis op de rijbaan;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Hamonterweg;16/10/2005;0248;02u48;;;Bocholterkiezel;;auto;21_30;ml;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis buiten rijbaan;schade;TG.91.L7.200299/2005;;;;;;;;;;;;;;;;
BREE;Hamonterweg;19/01/2005;1320;13u20;;;;;auto;onb;ml;;;;;;;;;;ongeval met dier;frontaal;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Hamonterweg;21/10/2005;;;;;;;auto;41_50;ml;autobus;31_40;ml;;;;;;;controleverlies;langs achteren;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Hamonterweg;23/08/2005;1515;15u15;;;Barrierstraat;;auto;60+;vr;vrachtwagen;51_60;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Hamonterweg;25/03/2005;1250;12u50;;;Bocholterkiezel;rondpunt;auto;51_60;ml;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis op de rijbaan;schade;TG.91.L7.200089/2005;;;;;;;;;;;;;;;;
BREE;Heuvelstraat;4/05/2005;1210;12u10;4;;;;(brom)fiets;60+;ml;;;;;;;;;;hartaanval;geen - gevallen;dood;TG.87.L7.200221/2005;;;;;;;;;;;;;;;;
BREE;Hoogstraat;18/03/2005;0815;08u15;;;;;auto;41_50;vr;(brom)fiets;onb;onb;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Industrieterrein Kanaal-Noord;23/10/2005;0030;00u30;1126;;;;auto;21_30;ml;;;;;;;;;;onbekend;tegen geparkeerd voertuig;gewond;TG.81.L7.200308/2005;;;;;;;;;;;;;;;;
BREE;Industrieterrein Kanaal-Noord;13/02/2005;1150;11u50;;;;;auto;10_20;vr;;;;;;;;;;tijdens manouvreren/parkeren;tegen hindernis op de rijbaan;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Industrieterrein Kanaal-Noord;29/01/2005;;;1167;;;parking expodroom;onbekend;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;TG.91.L7.200024/2005;;;;;;;;;;;;;;;;
BREE;Industrieterrein Kanaal-Noord;27/05/2005;0120;01u20;;;;;auto;51_60;ml;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis buiten rijbaan;schade;TG.91.L7.200153/2005;;;;;;;;;;;;;;;;
BREE;Itterplein;5/11/2005;2156;21u56;;;;;auto;31_40;vr;(brom)fiets;10_20;ml;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200324/2005;;;;;;;;;;;;;;;;
BREE;Itterplein;6/09/2005;1830;18u30;;;;;auto;10_20;ml;(brom)fiets;10_20;vr;;;;;;;onjuiste plaats op de rijbaan;langs opzij;gewond;TG.81.L7.200247/2005;;;;;;;;;;;;;;;;
BREE;Jef Van Hoofstraat;21/12/2005;1645;16u45;4;;Vrijheidslaan;;auto;41_50;vr;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Kanaallaan;1/05/2005;2200;22u00;54;;LAG;;auto;31_40;ml;(brom)fiets;41_50;vr;;;;;;;onverantwoord rijgedrag;langs achteren;gewond;TG.81.L7.200129/2005;;;;;;;;;;;;;;;;
BREE;Kanaallaan;12/10/2005;1455;14u55;;;;;auto;31_40;vr;auto;41_50;ml;;;;;;;onbekend;langs achteren;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Kanaallaan;7/10/2005;1140;11u40;;;Veeweidestraat;;auto;onb;vr;auto;onb;ml;;;;;;;geen voorrang;frontaal;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Kanaallaan;19/03/2005;1815;18u15;33;;;;auto;21_30;ml;auto;41_50;ml;;;;;;;geen voorrang;langs opzij;schade;TG.91.L7.200082/2005;;;;;;;;;;;;;;;;
BREE;Kempstraat;15/08/2005;0930;09u30;10;;;;auto;60+;ml;auto;51_60;vr;;;;;;;onjuiste plaats op de rijbaan;frontaal;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Kerkstraat;12/07/2005;1500;15u00;39;;;;(brom)fiets;51_60;ml;;;;;;;;;;hindernis op de rijbaan;geen - gevallen;gewond;TG.81.L7.200200/2005;;;;;;;;;;;;;;;;
BREE;Kerkstraat;15/07/2005;1400;14u00;;;;;auto;31_40;ml;auto;onb;onb;;;;;;;onbekend;onbekend;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Kerkstraat;14/05/2005;1100;11u00;;;;;lichte vracht;60+;ml;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Kerkstraat;24/03/2005;1528;15u28;;;;;autobus;41_50;vr;auto;60+;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Keyartstraat;30/10/2005;1349;13u49;;;;aan kanaal;(brom)fiets;onb;ml;(brom)fiets;onb;vr;;;;;;;extreem uitwijken;geen - gevallen;gewond;TG.81.L7.200317/2005;;;;;;;;;;;;;;;;
BREE;Keyartstraat;13/03/2005;0400;04u00;;;;aan kanaal;auto;21_30;ml;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;schade;TG.91.L7.200084/2005;;;;;;;;;;;;;;;;
BREE;Kloosterpoort;4/04/2005;0830;08u30;;;;;auto;31_40;vr;lichte vracht;51_60;vr;;;;;;;tijdens manouvreren/parkeren;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Kloosterpoort;12/12/2005;1200;12u00;19;;;;lichte vracht;31_40;vr;lichte vracht;60+;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Kloosterstraat;3/09/2005;1720;17u20;13;;;tov Zeeman;auto;21_30;vr;;;;;;;;;;tijdens manouvreren/parkeren;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Kloosterstraat;6/01/2005;0145;01u45;;;Stadsplein;;vrachtwagen;41_50;ml;auto;51_60;ml;;;;;;;onjuiste plaats op de rijbaan;langs opzij;schade;TG.91.L7.200003/2005;;;;;;;;;;;;;;;;
BREE;Kruittorenwal;19/07/2005;;;9;;;;auto;41_50;vr;auto;51_60;vr;;;;;;;tijdens manouvreren/parkeren;langs achteren;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Kruittorenwal;17/06/2005;1210;12u10;1;;Gerdingerpoort;;auto;21_30;vr;(brom)fiets;10_20;ml;;;;;;;onjuiste plaats op de rijbaan;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Kruittorenwal;22/12/2005;0930;09u30;;;;aan bushalter;auto;onb;onb;autobus;onb;onb;;;;;;;onbekend;onbekend;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Kuilenstraat;18/06/2005;1115;11u15;;;;;(brom)fiets;60+;ml;;;;;;;;;;onoplettend;geen - gevallen;gewond;TG.81.L7.200172/2005;;;;;;;;;;;;;;;;
BREE;Leeuwerikstraat;14/05/2005;1130;11u30;34;;;;auto;60+;ml;auto;21_30;ml;;;;;;;tijdens manouvreren/parkeren;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Luytenstraat;23/02/2005;1600;16u00;;;;;auto;60+;vr;auto;41_50;ml;;;;;;;onjuiste plaats op de rijbaan;bij kruisen (spiegels);schade;geen PV;;;;;;;;;;;;;;;;
BREE;Maaseikerbaan;1/03/2005;0635;06u35;79;;;;vrachtwagen;21_30;ml;(brom)fiets;31_40;ml;;;;;;;verlies lading;bij kruisen (spiegels);gewond;TG.81.L7.200060/2005;;;;;;;;;;;;;;;;
