Gemeente;Straat;Datum;Tijd_cleaned;Tijd;Nr.;Hecto;Kruispunt met;Info;Best.1;Leeft.1;Gesl.1;Best.2;Leeft.2;Gesl.2;Best.3;Leeft.3;Gesl.3;Best.4;Leeft.4;Gesl.4;Ongevalsfactoren;Type aanrijding;Gevolg;PV nr.;;;;;;;;;;;;;;;;;
BOCHOLT;Kleine Marsestraat;24/01/2005;2015;20u15;7;;commandant Leroystraat;;onbekend;onb;onb;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;TG.91.L7.200017/2005;;;;;;;;;;;;
BOCHOLT;Kloosterstraat;7/10/2005;1645;16u45;3;;Kerkhofstraat;;auto;41_50;vr;(brom)fiets;60+;vr;;;;;;;te weinig afstand;langs opzij;gewond;TG.81.L7.200291/2005;;;;;;;;;;;;
BOCHOLT;Kloosterstraat;20/04/2005;;;;;Beukenstraat;;auto;51_60;ml;auto;41_50;vr;;;;;;;geen voorrang;onbekend;schade;geen PV;;;;;;;;;;;;
KINROOI;Lemmenskuilstraat;25/01/2005;1050;10u50;;;;;auto;onb;ml;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Lillerbaan;13/02/2005;1245;12u45;;;Oude Hostieweg;;auto;21_30;ml;auto;31_40;ml;;;;;;;onoplettend;langs achteren;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Lillerbaan;2/12/2005;;;;;Steenweg op Kleine Brogel;;auto;21_30;ml;auto;31_40;vr;;;;;;;onbekend;onbekend;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Lillerbaan;18/03/2005;;;65;;;;onbekend;onb;onb;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Lozerheide;13/03/2005;;;;54 100;;parking stratenplan;auto;onb;ml;;;;;;;;;;tijdens manouvreren/parkeren;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Lozerheide;19/09/2005;0744;07u44;;;;;auto;41_50;vr;;;;;;;;;;ongeval met dier;frontaal;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Lozerheide;13/10/2005;1210;12u10;;;;;auto;onb;ml;auto;onb;ml;;;;;;;onoplettend;langs achteren;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Lozerplein;4/09/2005;1425;14u25;;;Kerkplein;;auto;onb;ml;auto;onb;ml;;;;;;;onoplettend;langs opzij;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Lozerstraat;4/10/2005;2030;20u30;2;;Fabriekstraat;;auto;21_30;ml;auto;21_30;vr;;;;;;;geen voorrang;frontaal;gewond;TG.81.L7.200286/2005;;;;;;;;;;;;
BOCHOLT;Lozerstraat;12/04/2005;0200;02u00;24;18 500;;;lichte vracht;21_30;vr;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;gewond;TG.81.L7.200105/2005;;;;;;;;;;;;
BOCHOLT;Lozerstraat;10/03/2005;1430;14u30;;;Lozerheide;;vrachtwagen;31_40;ml;auto;onb;onb;;;;;;;geen voorrang;langs opzij;schade;TG.91.L7.200070/2005;;;;;;;;;;;;
BOCHOLT;Lozerstraat;10/01/2005;1839;18u39;;;;ophaalbrug;auto;21_30;ml;auto;21_30;ml;;;;;;;geen voorrang;langs achteren;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Lozerstraat;3/11/2005;2330;23u30;1;;;;auto;10_20;ml;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis buiten rijbaan;schade;TG.91.L7.200323/2005;;;;;;;;;;;;
BOCHOLT;Luysenweg;17/07/2005;;;;;Stramproyerweg;;auto;21_30;ml;auto;31_40;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Marsestraat;17/03/2005;2330;23u30;;;;;onbekend;onb;onb;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Molenstraat;10/08/2005;1800;18u00;;;;voetbalveld;auto;10_20;ml;;;;;;;;;;controleverlies;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Napoleonsdijk;28/12/2005;0900;09u00;;;;;auto;onb;onb;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Reppelerweg;20/02/2005;0505;05u05;208;;;;auto;21_30;vr;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis buiten rijbaan;gewond;TG.81.L7.200050/2005;;;;;;;;;;;;
BOCHOLT;Reppelerweg;13/02/2005;1520;15u20;225;;;;auto;41_50;vr;(brom)fiets;10_20;vr;;;;;;;onverantwoord rijgedrag;langs opzij;gewond;TG.81.L7.200042/2005;;;;;;;;;;;;
BOCHOLT;Reppelerweg;14/08/2005;;;195;;;;lichte vracht;onb;onb;;;;;;;;;;onbekend;tegen hindernis op de rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Reppelerweg;18/03/2005;2200;22u00;62;;;;onbekend;onb;onb;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Reppelerweg;6/03/2005;0230;02u30;62;;;;auto;21_30;ml;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;schade;TG.91.L7.200067/2005;;;;;;;;;;;;
BOCHOLT;Schoolstraat;26/01/2005;1030;10u30;;;Pastoorsdreef;;(brom)fiets;21_30;vr;;;;;;;;;;controleverlies;geen - gevallen;gewond;TG.81.L7.200021/2005;;;;;;;;;;;;
BOCHOLT;Snellewindstraat;5/02/2005;;;;;;;auto;21_30;ml;auto;onb;onb;;;;;;;te weinig afstand;bij kruisen (spiegels);schade;geen PV;;;;;;;;;;;;
BOCHOLT;Snellewindstraat;10/06/2005;1130;11u30;;;;Naamloze straat;vrachtwagen;onb;onb;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Steenweg op Kleine Brogel;24/09/2005;1710;17u10;73;12 900;;;auto;10_20;ml;auto;41_50;vr;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200273/2005;;;;;;;;;;;;
BOCHOLT;Steenweg op Kleine Brogel;27/10/2005;1645;16u45;;;Zavelstraat;;auto;21_30;ml;auto;31_40;vr;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200313/2005;;;;;;;;;;;;
BOCHOLT;Steenweg op Kleine Brogel;1/10/2005;1805;18u05;70;;;;auto;21_30;ml;auto;21_30;ml;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200283/2005;;;;;;;;;;;;
BOCHOLT;Steenweg op Kleine Brogel;5/11/2005;1215;12u15;;;Zavelstraat;;auto;41_50;ml;auto;21_30;ml;;;;;;;onoplettend;langs achteren;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Steenweg op Kleine Brogel;17/05/2005;1534;15u34;;;Winterdijkweg;;vrachtwagen;41_50;ml;vrachtwagen;onb;onb;;;;;;;te weinig afstand;bij kruisen (spiegels);schade;geen PV;;;;;;;;;;;;
BOCHOLT;Steenweg op Kleine Brogel;4/01/2005;1250;12u50;1;13 700;Lillerbaan;;auto;41_50;ml;;;;;;;;;;verlies lading;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Stramproyerweg;20/09/2005;1815;18u15;;;Luysenweg;;auto;31_40;ml;auto;21_30;ml;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200264/2005;;;;;;;;;;;;
BOCHOLT;Stramproyerweg;28/12/2005;1500;15u00;76;;;S-bocht;auto;41_50;ml;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Weerterweg;17/12/2005;0900;09u00;;;;;auto;10_20;vr;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;gewond;TG.81.L7.200365/2005;;;;;;;;;;;;
BOCHOLT;Weerterweg;12/08/2005;0555;05u55;;;;;auto;60+;ml;;;;;;;;;;ongeval met dier;frontaal;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Weerterweg;30/09/2005;2305;23u05;17;;;;lichte vracht;onb;onb;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;TG.91.L7.200282/2005;;;;;;;;;;;;
BOCHOLT;Weerterweg;29/10/2005;;;70;;;;auto;21_30;ml;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Weerterweg;1/05/2005;1220;12u20;;;Smeetshofweg;;auto;60+;ml;auto;51_60;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Wilgenweg;23/04/2005;1745;17u45;18;;;;auto;21_30;ml;auto;41_50;vr;;;;;;;tijdens manouvreren/parkeren;langs achteren;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Winterdijkweg;28/11/2005;;;;;Bosschelweg;;auto;onb;onb;;;;;;;;;;onbekend;tegen hindernis op de rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Zandstraat;1/09/2005;1614;16u14;;;;;(brom)fiets;41_50;ml;(brom)fiets;10_20;vr;;;;;;;onbekend;onbekend;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Zavelstraat;17/02/2005;1125;11u25;;;;bosweggetje;lichte vracht;31_40;ml;auto;10_20;ml;;;;;;;foutief inhalen;langs opzij;gewond;TG.81.L7.200047/2005;;;;;;;;;;;;
